County, Dollars 2019, Dollars 2020, Dollars 2021, Dollars Rank in state, Percent change 2020, Percent change 2021, Percent change Rank in state
separator,,,,,,,,
Mohave,"35,647","38,717","41,331",14,8.6,6.8,9,
Navajo,"33,756","38,524","41,680",13,14.1,8.2,3,
Pima,"45,996","50,131","52,942",3,9.0,5.6,11,
Pinal,"37,402","40,979","43,793",12,9.6,6.9,8,
Santa Cruz,"38,555","43,734","46,828",9,13.4,7.1,7,
Yavapai,"43,306","47,203","49,060",6,9.0,3.9,14,
Yuma,"37,624","42,732","44,299",11,13.6,3.7,15,
separator,,,,,,,,
Arkansas,"44,324","47,154","50,625",--,6.4,7.4,--,
Arkansas,"46,906","52,609","56,733",3,12.2,7.8,41,
Ashley,"38,172","40,395","42,844",32,5.8,6.1,59,
Baxter,"38,535","40,968","43,479",29,6.3,6.1,58,
Benton,"86,848","86,938","91,687",1,0.1,5.5,67,
Boone,"36,495","38,988","42,642",36,6.8,9.4,24,
Bradley,"39,690","42,740","46,734",14,7.7,9.3,25,
Calhoun,"38,581","42,102","45,401",23,9.1,7.8,42,
Carroll,"32,829","34,896","40,689",54,6.3,16.6,7,
Chicot,"38,030","44,738","47,402",11,17.6,6.0,62,
Clark,"38,155","41,306","42,664",35,8.3,3.3,73,
Clay,"34,905","39,772","42,999",30,13.9,8.1,39,
Cleburne,"39,597","42,579","45,289",25,7.5,6.4,56,
Cleveland,"41,536","42,714","49,569",5,2.8,16.0,8,
Columbia,"38,169","40,526","42,785",33,6.2,5.6,66,
Conway,"38,985","41,696","46,412",16,7.0,11.3,17,
Craighead,"38,810","42,024","45,160",26,8.3,7.5,46,
Crawford,"35,445","37,829","40,691",53,6.7,7.6,45,
Crittenden,"37,978","41,598","45,416",22,9.5,9.2,29,
Cross,"35,961","40,423","42,009",41,12.4,3.9,72,
Dallas,"39,012","42,465","46,261",18,8.9,8.9,33,
Desha,"38,458","45,111","48,464",9,17.3,7.4,47,
Drew,"38,788","42,476","45,391",24,9.5,6.9,52,
Faulkner,"40,546","43,322","45,841",20,6.8,5.8,64,
Franklin,"33,810","35,248","40,591",55,4.3,15.2,10,
Fulton,"29,034","32,621","34,900",73,12.4,7.0,50,
Garland,"41,510","44,472","46,897",13,7.1,5.5,68,
Grant,"40,384","43,237","46,161",19,7.1,6.8,53,
Greene,"35,811","39,258","41,633",44,9.6,6.0,60,
Hempstead,"33,624","35,784","41,269",47,6.4,15.3,9,
Hot Spring,"32,211","34,907","37,474",65,8.4,7.4,48,
Howard,"34,864","35,669","42,224",38,2.3,18.4,1,
Independence,"36,060","38,631","42,120",39,7.1,9.0,32,
Izard,"30,885","33,061","34,986",72,7.0,5.8,63,
Jackson,"37,858","42,541","42,871",31,12.4,0.8,75,
Jefferson,"34,843","38,571","42,076",40,10.7,9.1,30,
Johnson,"29,625","31,779","35,577",71,7.3,12.0,16,
Lafayette,"37,184","40,154","47,355",12,8.0,17.9,3,
Lawrence,"34,286","39,170","40,161",57,14.2,2.5,74,
Lee,"30,106","34,169","37,128",66,13.5,8.7,34,
Lincoln,"27,391","29,548","33,387",75,7.9,13.0,12,
Little River,"34,511","37,360","40,794",52,8.3,9.2,28,
Logan,"33,216","35,348","39,622",58,6.4,12.1,15,
Lonoke,"40,743","43,681","46,388",17,7.2,6.2,57,
Madison,"34,040","34,782","40,884",50,2.2,17.5,4,
Marion,"31,484","33,925","36,684",70,7.8,8.1,37,
Miller,"35,023","37,832","40,319",56,8.0,6.6,55,
Mississippi,"35,086","38,264","42,273",37,9.1,10.5,21,
Monroe,"33,835","40,187","41,783",42,18.8,4.0,71,
Montgomery,"31,575","34,374","37,039",67,8.9,7.8,43,
Nevada,"33,332","35,106","39,041",60,5.3,11.2,18,
Newton,"32,564","35,371","38,629",63,8.6,9.2,27,
Ouachita,"39,340","42,742","46,428",15,8.6,8.6,35,
Perry,"37,206","39,715","43,793",28,6.7,10.3,22,
Phillips,"35,443","41,005","45,497",21,15.7,11.0,19,
